id,value,category
14917,149170,B
14918,149180,A
14919,149190,B
14920,149200,A
14921,149210,B
14922,149220,A
14923,149230,B
14924,149240,A
14925,149250,B
14926,149260,A
14927,149270,B
14928,149280,A
14929,149290,B
14930,149300,A
14931,149310,B
14932,149320,A
14933,149330,B
14934,149340,A
14935,149350,B
14936,149360,A
14937,149370,B
14938,149380,A
14939,149390,B
14940,149400,A
14941,149410,B
14942,149420,A
14943,149430,B
14944,149440,A
14945,149450,B
14946,149460,A
14947,149470,B
14948,149480,A
14949,149490,B
14950,149500,A
14951,149510,B
14952,149520,A
14953,149530,B
14954,149540,A
14955,149550,B
14956,149560,A
14957,149570,B
14958,149580,A
14959,149590,B
14960,149600,A
14961,149610,B
14962,149620,A
14963,149630,B
14964,149640,A
14965,149650,B
14966,149660,A
14967,149670,B
14968,149680,A
14969,149690,B
14970,149700,A
14971,149710,B
14972,149720,A
14973,149730,B
14974,149740,A
14975,149750,B
14976,149760,A
14977,149770,B
14978,149780,A
14979,149790,B
14980,149800,A
14981,149810,B
14982,149820,A
14983,149830,B
14984,149840,A
14985,149850,B
14986,149860,A
14987,149870,B
14988,149880,A
14989,149890,B
14990,149900,A
14991,149910,B
14992,149920,A
14993,149930,B
14994,149940,A
14995,149950,B
14996,149960,A
14997,149970,B
14998,149980,A
14999,149990,B
15000,150000,A
15001,150010,B
15002,150020,A
15003,150030,B
15004,150040,A
15005,150050,B
15006,150060,A
15007,150070,B
15008,150080,A
15009,150090,B
15010,150100,A
15011,150110,B
15012,150120,A
15013,150130,B
15014,150140,A
15015,150150,B
15016,150160,A
15017,150170,B
15018,150180,A
15019,150190,B
15020,150200,A
15021,150210,B
15022,150220,A
15023,150230,B
15024,150240,A
15025,150250,B
15026,150260,A
15027,150270,B
15028,150280,A
15029,150290,B
15030,150300,A
15031,150310,B
15032,150320,A
15033,150330,B
15034,150340,A
15035,150350,B
15036,150360,A
15037,150370,B
15038,150380,A
15039,150390,B
15040,150400,A
15041,150410,B
15042,150420,A
15043,150430,B
15044,150440,A
15045,150450,B
15046,150460,A
15047,150470,B
15048,150480,A
15049,150490,B
15050,150500,A
15051,150510,B
15052,150520,A
15053,150530,B
15054,150540,A
15055,150550,B
15056,150560,A
15057,150570,B
15058,150580,A
15059,150590,B
15060,150600,A
15061,150610,B
15062,150620,A
15063,150630,B
15064,150640,A
15065,150650,B
15066,150660,A
15067,150670,B
15068,150680,A
15069,150690,B
15070,150700,A
15071,150710,B
15072,150720,A
15073,150730,B
15074,150740,A
15075,150750,B
15076,150760,A
15077,150770,B
15078,150780,A
15079,150790,B
15080,150800,A
15081,150810,B
15082,150820,A
15083,150830,B
15084,150840,A
15085,150850,B
15086,150860,A
15087,150870,B
15088,150880,A
15089,150890,B
15090,150900,A
15091,150910,B
15092,150920,A
15093,150930,B
15094,150940,A
15095,150950,B
15096,150960,A
15097,150970,B
15098,150980,A
15099,150990,B
15100,151000,A
15101,151010,B
15102,151020,A
15103,151030,B
15104,151040,A
15105,151050,B
15106,151060,A
15107,151070,B
15108,151080,A
15109,151090,B
15110,151100,A
15111,151110,B
15112,151120,A
15113,151130,B
15114,151140,A
15115,151150,B
15116,151160,A
15117,151170,B
15118,151180,A
15119,151190,B
15120,151200,A
15121,151210,B
15122,151220,A
15123,151230,B
15124,151240,A
15125,151250,B
15126,151260,A
15127,151270,B
15128,151280,A
15129,151290,B
15130,151300,A
15131,151310,B
15132,151320,A
15133,151330,B
15134,151340,A
15135,151350,B
15136,151360,A
15137,151370,B
15138,151380,A
15139,151390,B
15140,151400,A
15141,151410,B
15142,151420,A
15143,151430,B
15144,151440,A
15145,151450,B
15146,151460,A
15147,151470,B
15148,151480,A
15149,151490,B
15150,151500,A
15151,151510,B
15152,151520,A
15153,151530,B
15154,151540,A
15155,151550,B
15156,151560,A
15157,151570,B
15158,151580,A
15159,151590,B
15160,151600,A
15161,151610,B
15162,151620,A
15163,151630,B
15164,151640,A
15165,151650,B
15166,151660,A
15167,151670,B
15168,151680,A
15169,151690,B
15170,151700,A
15171,151710,B
15172,151720,A
15173,151730,B
15174,151740,A
15175,151750,B
15176,151760,A
15177,151770,B
15178,151780,A
15179,151790,B
15180,151800,A
15181,151810,B
15182,151820,A
15183,151830,B
15184,151840,A
15185,151850,B
15186,151860,A
15187,151870,B
15188,151880,A
15189,151890,B
15190,151900,A
15191,151910,B
15192,151920,A
15193,151930,B
15194,151940,A
15195,151950,B
15196,151960,A
15197,151970,B
15198,151980,A
15199,151990,B
15200,152000,A
15201,152010,B
15202,152020,A
15203,152030,B
15204,152040,A
15205,152050,B
15206,152060,A
15207,152070,B
15208,152080,A
15209,152090,B
15210,152100,A
15211,152110,B
15212,152120,A
15213,152130,B
15214,152140,A
15215,152150,B
15216,152160,A
15217,152170,B
15218,152180,A
15219,152190,B
15220,152200,A
15221,152210,B
15222,152220,A
15223,152230,B
15224,152240,A
15225,152250,B
15226,152260,A
15227,152270,B
15228,152280,A
15229,152290,B
15230,152300,A
15231,152310,B
15232,152320,A
15233,152330,B
15234,152340,A
15235,152350,B
15236,152360,A
15237,152370,B
15238,152380,A
15239,152390,B
15240,152400,A
15241,152410,B
15242,152420,A
15243,152430,B
15244,152440,A
15245,152450,B
15246,152460,A
15247,152470,B
15248,152480,A
15249,152490,B
15250,152500,A
15251,152510,B
15252,152520,A
15253,152530,B
15254,152540,A
15255,152550,B
15256,152560,A
15257,152570,B
15258,152580,A
15259,152590,B
15260,152600,A
15261,152610,B
15262,152620,A
15263,152630,B
15264,152640,A
15265,152650,B
15266,152660,A
15267,152670,B
15268,152680,A
15269,152690,B
15270,152700,A
15271,152710,B
15272,152720,A
15273,152730,B
15274,152740,A
15275,152750,B
15276,152760,A
15277,152770,B
15278,152780,A
15279,152790,B
15280,152800,A
15281,152810,B
15282,152820,A
15283,152830,B
15284,152840,A
15285,152850,B
15286,152860,A
15287,152870,B
15288,152880,A
15289,152890,B
15290,152900,A
15291,152910,B
15292,152920,A
15293,152930,B
15294,152940,A
15295,152950,B
15296,152960,A
15297,152970,B
15298,152980,A
15299,152990,B
15300,153000,A
15301,153010,B
15302,153020,A
15303,153030,B
15304,153040,A
15305,153050,B
15306,153060,A
15307,153070,B
15308,153080,A
15309,153090,B
15310,153100,A
15311,153110,B
15312,153120,A
15313,153130,B
15314,153140,A
15315,153150,B
15316,153160,A
15317,153170,B
15318,153180,A
15319,153190,B
15320,153200,A
15321,153210,B
15322,153220,A
15323,153230,B
15324,153240,A
15325,153250,B
15326,153260,A
15327,153270,B
15328,153280,A
15329,153290,B
15330,153300,A
15331,153310,B
15332,153320,A
15333,153330,B
15334,153340,A
15335,153350,B
15336,153360,A
15337,153370,B
15338,153380,A
15339,153390,B
15340,153400,A
15341,153410,B
15342,153420,A
15343,153430,B
15344,153440,A
15345,153450,B
15346,153460,A
15347,153470,B
15348,153480,A
15349,153490,B
15350,153500,A
15351,153510,B
15352,153520,A
15353,153530,B
15354,153540,A
15355,153550,B
15356,153560,A
15357,153570,B
15358,153580,A
15359,153590,B
15360,153600,A
15361,153610,B
15362,153620,A
15363,153630,B
15364,153640,A
15365,153650,B
15366,153660,A
15367,153670,B
15368,153680,A
15369,153690,B
15370,153700,A
15371,153710,B
15372,153720,A
15373,153730,B
15374,153740,A
15375,153750,B
15376,153760,A
15377,153770,B
15378,153780,A
15379,153790,B
15380,153800,A
15381,153810,B
15382,153820,A
15383,153830,B
15384,153840,A
15385,153850,B
15386,153860,A
15387,153870,B
15388,153880,A
15389,153890,B
15390,153900,A
15391,153910,B
15392,153920,A
15393,153930,B
15394,153940,A
15395,153950,B
15396,153960,A
15397,153970,B
15398,153980,A
15399,153990,B
15400,154000,A
15401,154010,B
15402,154020,A
15403,154030,B
15404,154040,A
15405,154050,B
15406,154060,A
15407,154070,B
15408,154080,A
15409,154090,B
15410,154100,A
15411,154110,B
15412,154120,A
15413,154130,B
15414,154140,A
15415,154150,B
15416,154160,A
15417,154170,B
15418,154180,A
15419,154190,B
15420,154200,A
15421,154210,B
15422,154220,A
15423,154230,B
15424,154240,A
15425,154250,B
15426,154260,A
15427,154270,B
15428,154280,A
15429,154290,B
15430,154300,A
15431,154310,B
15432,154320,A
15433,154330,B
15434,154340,A
15435,154350,B
15436,154360,A
15437,154370,B
15438,154380,A
15439,154390,B
15440,154400,A
15441,154410,B
15442,154420,A
15443,154430,B
15444,154440,A
15445,154450,B
15446,154460,A
15447,154470,B
15448,154480,A
15449,154490,B
15450,154500,A
15451,154510,B
15452,154520,A
15453,154530,B
15454,154540,A
15455,154550,B
15456,154560,A
15457,154570,B
15458,154580,A
15459,154590,B
15460,154600,A
15461,154610,B
15462,154620,A
15463,154630,B
15464,154640,A
15465,154650,B
15466,154660,A
15467,154670,B
15468,154680,A
15469,154690,B
15470,154700,A
15471,154710,B
15472,154720,A
15473,154730,B
15474,154740,A
15475,154750,B
15476,154760,A
15477,154770,B
15478,154780,A
15479,154790,B
15480,154800,A
15481,154810,B
15482,154820,A
15483,154830,B
15484,154840,A
15485,154850,B
15486,154860,A
15487,154870,B
15488,154880,A
15489,154890,B
15490,154900,A
15491,154910,B
15492,154920,A
15493,154930,B
15494,154940,A
15495,154950,B
15496,154960,A
15497,154970,B
15498,154980,A
15499,154990,B
15500,155000,A
15501,155010,B
15502,155020,A
15503,155030,B
15504,155040,A
15505,155050,B
15506,155060,A
15507,155070,B
15508,155080,A
15509,155090,B
15510,155100,A
15511,155110,B
15512,155120,A
15513,155130,B
15514,155140,A
15515,155150,B
15516,155160,A
15517,155170,B
15518,155180,A
15519,155190,B
15520,155200,A
15521,155210,B
15522,155220,A
15523,155230,B
15524,155240,A
15525,155250,B
15526,155260,A
15527,155270,B
15528,155280,A
15529,155290,B
15530,155300,A
15531,155310,B
15532,155320,A
15533,155330,B
15534,155340,A
15535,155350,B
15536,155360,A
15537,155370,B
15538,155380,A
15539,155390,B
15540,155400,A
15541,155410,B
15542,155420,A
15543,155430,B
15544,155440,A
15545,155450,B
15546,155460,A
15547,155470,B
15548,155480,A
15549,155490,B
15550,155500,A
15551,155510,B
15552,155520,A
15553,155530,B
15554,155540,A
15555,155550,B
15556,155560,A
15557,155570,B
15558,155580,A
15559,155590,B
15560,155600,A
15561,155610,B
15562,155620,A
15563,155630,B
15564,155640,A
15565,155650,B
15566,155660,A
15567,155670,B
15568,155680,A
15569,155690,B
15570,155700,A
15571,155710,B
15572,155720,A
15573,155730,B
15574,155740,A
15575,155750,B
15576,155760,A
15577,155770,B
15578,155780,A
15579,155790,B
15580,155800,A
15581,155810,B
15582,155820,A
15583,155830,B
15584,155840,A
15585,155850,B
15586,155860,A
15587,155870,B
15588,155880,A
15589,155890,B
15590,155900,A
15591,155910,B
15592,155920,A
15593,155930,B
15594,155940,A
15595,155950,B
15596,155960,A
15597,155970,B
15598,155980,A
15599,155990,B
15600,156000,A
15601,156010,B
15602,156020,A
15603,156030,B
15604,156040,A
15605,156050,B
15606,156060,A
15607,156070,B
15608,156080,A
15609,156090,B
15610,156100,A
15611,156110,B
15612,156120,A
15613,156130,B
15614,156140,A
15615,156150,B
15616,156160,A
15617,156170,B
15618,156180,A
15619,156190,B
15620,156200,A
15621,156210,B
15622,156220,A
15623,156230,B
15624,156240,A
15625,156250,B
15626,156260,A
15627,156270,B
15628,156280,A
15629,156290,B
15630,156300,A
15631,156310,B
15632,156320,A
15633,156330,B
15634,156340,A
15635,156350,B
15636,156360,A
15637,156370,B
15638,156380,A
15639,156390,B
15640,156400,A
15641,156410,B
15642,156420,A
15643,156430,B
15644,156440,A
15645,156450,B
15646,156460,A
15647,156470,B
15648,156480,A
15649,156490,B
15650,156500,A
15651,156510,B
15652,156520,A
15653,156530,B
15654,156540,A
15655,156550,B
15656,156560,A
15657,156570,B
15658,156580,A
15659,156590,B
15660,156600,A
15661,156610,B
15662,156620,A
15663,156630,B
15664,156640,A
15665,156650,B
15666,156660,A
15667,156670,B
15668,156680,A
15669,156690,B
15670,156700,A
15671,156710,B
15672,156720,A
15673,156730,B
15674,156740,A
15675,156750,B
15676,156760,A
15677,156770,B
15678,156780,A
15679,156790,B
15680,156800,A
15681,156810,B
15682,156820,A
15683,156830,B
15684,156840,A
15685,156850,B
15686,156860,A
15687,156870,B
15688,156880,A
15689,156890,B
15690,156900,A
15691,156910,B
15692,156920,A
15693,156930,B
15694,156940,A
15695,156950,B
15696,156960,A
15697,156970,B
15698,156980,A
15699,156990,B
15700,157000,A
15701,157010,B
15702,157020,A
15703,157030,B
15704,157040,A
15705,157050,B
15706,157060,A
15707,157070,B
15708,157080,A
15709,157090,B
15710,157100,A
15711,157110,B
15712,157120,A
15713,157130,B
15714,157140,A
15715,157150,B
15716,157160,A
15717,157170,B
15718,157180,A
15719,157190,B
15720,157200,A
15721,157210,B
15722,157220,A
15723,157230,B
15724,157240,A
15725,157250,B
15726,157260,A
15727,157270,B
15728,157280,A
15729,157290,B
15730,157300,A
15731,157310,B
15732,157320,A
15733,157330,B
15734,157340,A
15735,157350,B
15736,157360,A
15737,157370,B
15738,157380,A
15739,157390,B
15740,157400,A
15741,157410,B
15742,157420,A
15743,157430,B
15744,157440,A
15745,157450,B
15746,157460,A
15747,157470,B
15748,157480,A
15749,157490,B
15750,157500,A
15751,157510,B
15752,157520,A
15753,157530,B
15754,157540,A
15755,157550,B
15756,157560,A
15757,157570,B
15758,157580,A
15759,157590,B
15760,157600,A
15761,157610,B
15762,157620,A
15763,157630,B
15764,157640,A
15765,157650,B
15766,157660,A
15767,157670,B
15768,157680,A
15769,157690,B
15770,157700,A
15771,157710,B
15772,157720,A
15773,157730,B
15774,157740,A
15775,157750,B
15776,157760,A
15777,157770,B
15778,157780,A
15779,157790,B
15780,157800,A
15781,157810,B
15782,157820,A
15783,157830,B
15784,157840,A
15785,157850,B
15786,157860,A
15787,157870,B
15788,157880,A
15789,157890,B
15790,157900,A
15791,157910,B
15792,157920,A
15793,157930,B
15794,157940,A
15795,157950,B
15796,157960,A
15797,157970,B
15798,157980,A
15799,157990,B
15800,158000,A
15801,158010,B
15802,158020,A
15803,158030,B
15804,158040,A
15805,158050,B
15806,158060,A
15807,158070,B
15808,158080,A
15809,158090,B
15810,158100,A
15811,158110,B
15812,158120,A
15813,158130,B
15814,158140,A
15815,158150,B
15816,158160,A
15817,158170,B
15818,158180,A
15819,158190,B
15820,158200,A
15821,158210,B
15822,158220,A
15823,158230,B
15824,158240,A
15825,158250,B
15826,158260,A
15827,158270,B
15828,158280,A
15829,158290,B
15830,158300,A
15831,158310,B
15832,158320,A
15833,158330,B
15834,158340,A
15835,158350,B
15836,158360,A
15837,158370,B
15838,158380,A
15839,158390,B
15840,158400,A
15841,158410,B
15842,158420,A
15843,158430,B
15844,158440,A
15845,158450,B
15846,158460,A
15847,158470,B
15848,158480,A
15849,158490,B
15850,158500,A
15851,158510,B
15852,158520,A
15853,158530,B
15854,158540,A
15855,158550,B
15856,158560,A
15857,158570,B
15858,158580,A
15859,158590,B
15860,158600,A
15861,158610,B
15862,158620,A
15863,158630,B
15864,158640,A
15865,158650,B
15866,158660,A
15867,158670,B
15868,158680,A
15869,158690,B
15870,158700,A
15871,158710,B
15872,158720,A
15873,158730,B
15874,158740,A
15875,158750,B
15876,158760,A
15877,158770,B
15878,158780,A
15879,158790,B
15880,158800,A
15881,158810,B
15882,158820,A
15883,158830,B
15884,158840,A
15885,158850,B
15886,158860,A
15887,158870,B
15888,158880,A
15889,158890,B
15890,158900,A
15891,158910,B
15892,158920,A
15893,158930,B
15894,158940,A
15895,158950,B
15896,158960,A
15897,158970,B
15898,158980,A
15899,158990,B
15900,159000,A
15901,159010,B
15902,159020,A
15903,159030,B
15904,159040,A
15905,159050,B
15906,159060,A
15907,159070,B
15908,159080,A
15909,159090,B
15910,159100,A
15911,159110,B
15912,159120,A
15913,159130,B
15914,159140,A
15915,159150,B
15916,159160,A
15917,159170,B
15918,159180,A
15919,159190,B
15920,159200,A
15921,159210,B
15922,159220,A
15923,159230,B
15924,159240,A
15925,159250,B
15926,159260,A
15927,159270,B
15928,159280,A
15929,159290,B
15930,159300,A
15931,159310,B
15932,159320,A
15933,159330,B
15934,159340,A
15935,159350,B
15936,159360,A
15937,159370,B
15938,159380,A
15939,159390,B
15940,159400,A
15941,159410,B
15942,159420,A
15943,159430,B
15944,159440,A
15945,159450,B
15946,159460,A
15947,159470,B
15948,159480,A
15949,159490,B
15950,159500,A
15951,159510,B
15952,159520,A
15953,159530,B
15954,159540,A
15955,159550,B
15956,159560,A
15957,159570,B
15958,159580,A
15959,159590,B
15960,159600,A
15961,159610,B
15962,159620,A
15963,159630,B
15964,159640,A
15965,159650,B
15966,159660,A
15967,159670,B
15968,159680,A
15969,159690,B
15970,159700,A
15971,159710,B
15972,159720,A
15973,159730,B
15974,159740,A
15975,159750,B
15976,159760,A
15977,159770,B
15978,159780,A
15979,159790,B
15980,159800,A
15981,159810,B
15982,159820,A
15983,159830,B
15984,159840,A
15985,159850,B
15986,159860,A
15987,159870,B
15988,159880,A
15989,159890,B
15990,159900,A
15991,159910,B
15992,159920,A
15993,159930,B
15994,159940,A
15995,159950,B
15996,159960,A
15997,159970,B
15998,159980,A
15999,159990,B
16000,160000,A
16001,160010,B
16002,160020,A
16003,160030,B
16004,160040,A
16005,160050,B
16006,160060,A
16007,160070,B
16008,160080,A
16009,160090,B
16010,160100,A
16011,160110,B
16012,160120,A
16013,160130,B
16014,160140,A
16015,160150,B
16016,160160,A
16017,160170,B
16018,160180,A
16019,160190,B
16020,160200,A
16021,160210,B
16022,160220,A
16023,160230,B
16024,160240,A
16025,160250,B
16026,160260,A
16027,160270,B
16028,160280,A
16029,160290,B
16030,160300,A
16031,160310,B
16032,160320,A
16033,160330,B
16034,160340,A
16035,160350,B
16036,160360,A
16037,160370,B
16038,160380,A
16039,160390,B
16040,160400,A
16041,160410,B
16042,160420,A
16043,160430,B
16044,160440,A
16045,160450,B
16046,160460,A
16047,160470,B
16048,160480,A
16049,160490,B
16050,160500,A
16051,160510,B
16052,160520,A
16053,160530,B
16054,160540,A
16055,160550,B
16056,160560,A
16057,160570,B
16058,160580,A
16059,160590,B
16060,160600,A
16061,160610,B
16062,160620,A
16063,160630,B
16064,160640,A
16065,160650,B
16066,160660,A
16067,160670,B
16068,160680,A
16069,160690,B
16070,160700,A
16071,160710,B
16072,160720,A
16073,160730,B
16074,160740,A
16075,160750,B
16076,160760,A
16077,160770,B
16078,160780,A
16079,160790,B
16080,160800,A
16081,160810,B
16082,160820,A
16083,160830,B
16084,160840,A
16085,160850,B
16086,160860,A
16087,160870,B
16088,160880,A
16089,160890,B
16090,160900,A
16091,160910,B
16092,160920,A
16093,160930,B
16094,160940,A
16095,160950,B
16096,160960,A
16097,160970,B
16098,160980,A
16099,160990,B
16100,161000,A
16101,161010,B
16102,161020,A
16103,161030,B
16104,161040,A
16105,161050,B
16106,161060,A
16107,161070,B
16108,161080,A
16109,161090,B
16110,161100,A
16111,161110,B
16112,161120,A
16113,161130,B
16114,161140,A
16115,161150,B
16116,161160,A
16117,161170,B
16118,161180,A
16119,161190,B
16120,161200,A
16121,161210,B
16122,161220,A
16123,161230,B
16124,161240,A
16125,161250,B
16126,161260,A
16127,161270,B
16128,161280,A
16129,161290,B
16130,161300,A
16131,161310,B
16132,161320,A
16133,161330,B
16134,161340,A
16135,161350,B
16136,161360,A
16137,161370,B
16138,161380,A
16139,161390,B
16140,161400,A
16141,161410,B
16142,161420,A
16143,161430,B
16144,161440,A
16145,161450,B
16146,161460,A
16147,161470,B
16148,161480,A
16149,161490,B
16150,161500,A
16151,161510,B
16152,161520,A
16153,161530,B
16154,161540,A
16155,161550,B
16156,161560,A
16157,161570,B
16158,161580,A
16159,161590,B
16160,161600,A
16161,161610,B
16162,161620,A
16163,161630,B
16164,161640,A
16165,161650,B
16166,161660,A
16167,161670,B
